0.01 0.009995 0.01
0.02 0.01998 0.02
0.03 0.029955 0.03
0.04 0.03992 0.04
0.05 0.0498749 0.0500001
0.06 0.0598199 0.0600001
0.07 0.0697549 0.0700001
0.08 0.0796799 0.0800001
0.09 0.0895948 0.0900002
0.1 0.0994998 0.1
0.11 0.109395 0.11
0.12 0.11928 0.12
0.13 0.129155 0.13
0.14 0.13902 0.14
0.15 0.148875 0.15
0.16 0.158719 0.160001
0.17 0.168554 0.170001
0.18 0.178379 0.180001
0.19 0.188194 0.190001
0.2 0.197999 0.200001
0.21 0.207794 0.210001
0.22 0.217579 0.220001
0.23 0.227354 0.230001
0.24 0.237119 0.240001
0.25 0.246874 0.250001
0.26 0.256619 0.260001
0.27 0.266353 0.270002
0.28 0.276078 0.280002
0.29 0.285793 0.290002
0.3 0.295498 0.300002
0.31 0.305193 0.310002
0.32 0.314878 0.320002
0.33 0.324553 0.330002
0.34 0.334218 0.340002
0.35 0.343872 0.350003
0.36 0.353517 0.360003
0.37 0.363152 0.370003
0.38 0.372777 0.380003
0.39 0.382392 0.390003
0.4 0.391997 0.400003
0.41 0.401591 0.410004
0.42 0.411176 0.420004
0.43 0.420751 0.430004
0.44 0.430316 0.440004
0.45 0.439871 0.450004
0.46 0.449415 0.460004
0.47 0.45895 0.470005
0.48 0.468475 0.480005
0.49 0.47799 0.490005
0.5 0.487495 0.500005
0.51 0.496989 0.510005
0.52 0.506474 0.520006
0.53 0.515949 0.530006
0.54 0.525414 0.540006
0.55 0.534869 0.550006
0.56 0.544313 0.560007
0.57 0.553748 0.570007
0.58 0.563173 0.580007
0.59 0.572588 0.590007
0.6 0.581992 0.600008
0.61 0.591387 0.610008
0.62 0.600772 0.620008
0.63 0.610146 0.630008
0.64 0.619511 0.640009
0.65 0.628866 0.650009
0.66 0.638211 0.660009
0.67 0.647545 0.670009
0.68 0.65687 0.68001
0.69 0.666185 0.69001
0.7 0.67549 0.70001
0.71 0.684784 0.710011
0.72 0.694069 0.720011
0.73 0.703344 0.730011
0.74 0.712608 0.740011
0.75 0.721863 0.750012
0.76 0.731108 0.760012
0.77 0.740342 0.770012
0.78 0.749567 0.780013
0.79 0.758782 0.790013
0.8 0.767986 0.800013
0.81 0.777181 0.810014
0.82 0.786366 0.820014
0.83 0.79554 0.830014
0.84 0.804705 0.840015
0.85 0.81386 0.850015
0.86 0.823004 0.860015
0.87 0.832139 0.870016
0.88 0.841263 0.880016
0.89 0.850378 0.890016
0.9 0.859483 0.900017
0.91 0.868577 0.910017
0.92 0.877662 0.920018
0.93 0.886737 0.930018
0.94 0.895801 0.940018
0.95 0.904856 0.950019
0.96 0.9139 0.960019
0.97 0.922935 0.970019
0.98 0.931959 0.98002
0.99 0.940974 0.99002
1 0.949979 1.00002
1.01 0.958973 1.01002
1.02 0.967958 1.02002
1.03 0.976932 1.03002
1.04 0.985897 1.04002
1.05 0.994851 1.05002
1.06 1.0038 1.06002
1.07 1.01273 1.07002
1.08 1.02166 1.08002
1.09 1.03057 1.09002
1.1 1.03947 1.10002
1.11 1.04837 1.11003
1.12 1.05725 1.12003
1.13 1.06613 1.13003
1.14 1.07499 1.14003
1.15 1.08385 1.15003
1.16 1.09269 1.16003
1.17 1.10153 1.17003
1.18 1.11035 1.18003
1.19 1.11916 1.19003
1.2 1.12797 1.20003
1.21 1.13676 1.21003
1.22 1.14555 1.22003
1.23 1.15432 1.23003
1.24 1.16309 1.24003
1.25 1.17184 1.25003
1.26 1.18059 1.26003
1.27 1.18932 1.27003
1.28 1.19805 1.28003
1.29 1.20676 1.29003
1.3 1.21546 1.30003
1.31 1.22416 1.31004
1.32 1.23284 1.32004
1.33 1.24152 1.33004
1.34 1.25018 1.34004
1.35 1.25884 1.35004
1.36 1.26748 1.36004
1.37 1.27611 1.37004
1.38 1.28474 1.38004
1.39 1.29335 1.39004
1.4 1.30196 1.40004
1.41 1.31055 1.41004
1.42 1.31914 1.42004
1.43 1.32771 1.43004
1.44 1.33628 1.44004
1.45 1.34483 1.45004
1.46 1.35337 1.46004
1.47 1.36191 1.47004
1.48 1.37043 1.48004
1.49 1.37895 1.49005
1.5 1.38745 1.50005
1.51 1.39595 1.51005
1.52 1.40443 1.52005
1.53 1.41291 1.53005
1.54 1.42137 1.54005
1.55 1.42982 1.55005
1.56 1.43827 1.56005
1.57 1.4467 1.57005
1.58 1.45513 1.58005
1.59 1.46354 1.59005
1.6 1.47195 1.60005
1.61 1.48034 1.61005
1.62 1.48872 1.62005
1.63 1.4971 1.63005
1.64 1.50546 1.64005
1.65 1.51382 1.65005
1.66 1.52216 1.66006
1.67 1.5305 1.67006
1.68 1.53882 1.68006
1.69 1.54713 1.69006
1.7 1.55544 1.70006
1.71 1.56373 1.71006
1.72 1.57202 1.72006
1.73 1.58029 1.73006
1.74 1.58856 1.74006
1.75 1.59681 1.75006
1.76 1.60505 1.76006
1.77 1.61329 1.77006
1.78 1.62151 1.78006
1.79 1.62973 1.79006
1.8 1.63793 1.80006
1.81 1.64613 1.81007
1.82 1.65431 1.82007
1.83 1.66248 1.83007
1.84 1.67065 1.84007
1.85 1.6788 1.85007
1.86 1.68695 1.86007
1.87 1.69508 1.87007
1.88 1.7032 1.88007
1.89 1.71132 1.89007
1.9 1.71942 1.90007
1.91 1.72752 1.91007
1.92 1.7356 1.92007
1.93 1.74368 1.93007
1.94 1.75174 1.94007
1.95 1.75979 1.95008
1.96 1.76784 1.96008
1.97 1.77587 1.97008
1.98 1.7839 1.98008
1.99 1.79191 1.99008
2 1.79991 2.00008
2.01 1.80791 2.01008
2.02 1.81589 2.02008
2.03 1.82387 2.03008
2.04 1.83183 2.04008
2.05 1.83979 2.05008
2.06 1.84773 2.06008
2.07 1.85566 2.07008
2.08 1.86359 2.08009
2.09 1.8715 2.09009
2.1 1.87941 2.10009
2.11 1.8873 2.11009
2.12 1.89518 2.12009
2.13 1.90306 2.13009
2.14 1.91092 2.14009
2.15 1.91878 2.15009
2.16 1.92662 2.16009
2.17 1.93445 2.17009
2.18 1.94228 2.18009
2.19 1.95009 2.19009
2.2 1.9579 2.2001
2.21 1.96569 2.2101
2.22 1.97348 2.2201
2.23 1.98125 2.2301
2.24 1.98901 2.2401
2.25 1.99677 2.2501
2.26 2.00451 2.2601
2.27 2.01225 2.2701
2.28 2.01997 2.2801
2.29 2.02768 2.2901
2.3 2.03539 2.3001
2.31 2.04308 2.3101
2.32 2.05077 2.32011
2.33 2.05844 2.33011
2.34 2.0661 2.34011
2.35 2.07376 2.35011
2.36 2.0814 2.36011
2.37 2.08904 2.37011
2.38 2.09666 2.38011
2.39 2.10427 2.39011
2.4 2.11188 2.40011
2.41 2.11947 2.41011
2.42 2.12706 2.42011
2.43 2.13463 2.43012
2.44 2.14219 2.44012
2.45 2.14975 2.45012
2.46 2.15729 2.46012
2.47 2.16483 2.47012
2.48 2.17235 2.48012
2.49 2.17986 2.49012
2.5 2.18737 2.50012
2.51 2.19486 2.51012
2.52 2.20235 2.52012
2.53 2.20982 2.53012
2.54 2.21728 2.54013
2.55 2.22474 2.55013
2.56 2.23218 2.56013
2.57 2.23961 2.57013
2.58 2.24704 2.58013
2.59 2.25445 2.59013
2.6 2.26186 2.60013
2.61 2.26925 2.61013
2.62 2.27663 2.62013
2.63 2.28401 2.63013
2.64 2.29137 2.64013
2.65 2.29873 2.65014
2.66 2.30607 2.66014
2.67 2.3134 2.67014
2.68 2.32073 2.68014
2.69 2.32804 2.69014
2.7 2.33535 2.70014
2.71 2.34264 2.71014
2.72 2.34992 2.72014
2.73 2.3572 2.73014
2.74 2.36446 2.74014
2.75 2.37171 2.75015
2.76 2.37896 2.76015
2.77 2.38619 2.77015
2.78 2.39342 2.78015
2.79 2.40063 2.79015
2.8 2.40783 2.80015
2.81 2.41503 2.81015
2.82 2.42221 2.82015
2.83 2.42939 2.83015
2.84 2.43655 2.84015
2.85 2.4437 2.85016
2.86 2.45085 2.86016
2.87 2.45798 2.87016
2.88 2.4651 2.88016
2.89 2.47222 2.89016
2.9 2.47932 2.90016
2.91 2.48642 2.91016
2.92 2.4935 2.92016
2.93 2.50057 2.93016
2.94 2.50764 2.94017
2.95 2.51469 2.95017
2.96 2.52173 2.96017
2.97 2.52877 2.97017
2.98 2.53579 2.98017
2.99 2.54281 2.99017
3 2.54981 3.00017
3.01 2.5568 3.01017
3.02 2.56379 3.02017
3.03 2.57076 3.03017
3.04 2.57772 3.04018
3.05 2.58468 3.05018
3.06 2.59162 3.06018
3.07 2.59856 3.07018
3.08 2.60548 3.08018
3.09 2.61239 3.09018
3.1 2.6193 3.10018
3.11 2.62619 3.11018
3.12 2.63307 3.12018
3.13 2.63995 3.13019
3.14 2.64681 3.14019
3.15 2.65367 3.15019
3.16 2.66051 3.16019
3.17 2.66734 3.17019
3.18 2.67417 3.18019
3.19 2.68098 3.19019
3.2 2.68778 3.20019
3.21 2.69458 3.21019
3.22 2.70136 3.2202
3.23 2.70813 3.2302
3.24 2.7149 3.2402
3.25 2.72165 3.2502
3.26 2.7284 3.2602
3.27 2.73513 3.2702
3.28 2.74185 3.2802
3.29 2.74857 3.2902
3.3 2.75527 3.30021
3.31 2.76196 3.31021
3.32 2.76865 3.32021
3.33 2.77532 3.33021
3.34 2.78198 3.34021
3.35 2.78864 3.35021
3.36 2.79528 3.36021
3.37 2.80191 3.37021
3.38 2.80854 3.38021
3.39 2.81515 3.39022
3.4 2.82176 3.40022
3.41 2.82835 3.41022
3.42 2.83493 3.42022
3.43 2.84151 3.43022
3.44 2.84807 3.44022
3.45 2.85462 3.45022
3.46 2.86117 3.46022
3.47 2.8677 3.47023
3.48 2.87422 3.48023
3.49 2.88074 3.49023
3.5 2.88724 3.50023
3.51 2.89373 3.51023
3.52 2.90022 3.52023
3.53 2.90669 3.53023
3.54 2.91316 3.54023
3.55 2.91961 3.55024
3.56 2.92605 3.56024
3.57 2.93249 3.57024
3.58 2.93891 3.58024
3.59 2.94532 3.59024
3.6 2.95173 3.60024
3.61 2.95812 3.61024
3.62 2.9645 3.62024
3.63 2.97088 3.63024
3.64 2.97724 3.64025
3.65 2.98359 3.65025
3.66 2.98994 3.66025
3.67 2.99627 3.67025
3.68 3.00259 3.68025
3.69 3.00891 3.69025
3.7 3.01521 3.70025
3.71 3.0215 3.71026
3.72 3.02779 3.72026
3.73 3.03406 3.73026
3.74 3.04032 3.74026
3.75 3.04658 3.75026
3.76 3.05282 3.76026
3.77 3.05905 3.77026
3.78 3.06528 3.78026
3.79 3.07149 3.79027
3.8 3.0777 3.80027
3.81 3.08389 3.81027
3.82 3.09007 3.82027
3.83 3.09625 3.83027
3.84 3.10241 3.84027
3.85 3.10856 3.85027
3.86 3.11471 3.86027
3.87 3.12084 3.87028
3.88 3.12696 3.88028
3.89 3.13308 3.89028
3.9 3.13918 3.90028
3.91 3.14527 3.91028
3.92 3.15136 3.92028
3.93 3.15743 3.93028
3.94 3.16349 3.94028
3.95 3.16955 3.95029
3.96 3.17559 3.96029
3.97 3.18162 3.97029
3.98 3.18765 3.98029
3.99 3.19366 3.99029
4 3.19966 4.00029
4.01 3.20566 4.01029
4.02 3.21164 4.0203
4.03 3.21761 4.0303
4.04 3.22358 4.0403
4.05 3.22953 4.0503
4.06 3.23547 4.0603
4.07 3.24141 4.0703
4.08 3.24733 4.0803
4.09 3.25324 4.09031
4.1 3.25915 4.10031
4.11 3.26504 4.11031
4.12 3.27092 4.12031
4.13 3.2768 4.13031
4.14 3.28266 4.14031
4.15 3.28851 4.15031
4.16 3.29436 4.16031
4.17 3.30019 4.17032
4.18 3.30601 4.18032
4.19 3.31183 4.19032
4.2 3.31763 4.20032
4.21 3.32342 4.21032
4.22 3.3292 4.22032
4.23 3.33498 4.23032
4.24 3.34074 4.24033
4.25 3.34649 4.25033
4.26 3.35224 4.26033
4.27 3.35797 4.27033
4.28 3.36369 4.28033
4.29 3.36941 4.29033
4.3 3.37511 4.30033
4.31 3.3808 4.31034
4.32 3.38649 4.32034
4.33 3.39216 4.33034
4.34 3.39782 4.34034
4.35 3.40348 4.35034
4.36 3.40912 4.36034
4.37 3.41475 4.37034
4.38 3.42038 4.38035
4.39 3.42599 4.39035
4.4 3.43159 4.40035
4.41 3.43719 4.41035
4.42 3.44277 4.42035
4.43 3.44834 4.43035
4.44 3.4539 4.44035
4.45 3.45946 4.45036
4.46 3.465 4.46036
4.47 3.47053 4.47036
4.48 3.47606 4.48036
4.49 3.48157 4.49036
4.5 3.48707 4.50036
4.51 3.49257 4.51036
4.52 3.49805 4.52037
4.53 3.50352 4.53037
4.54 3.50899 4.54037
4.55 3.51444 4.55037
4.56 3.51988 4.56037
4.57 3.52532 4.57037
4.58 3.53074 4.58037
4.59 3.53615 4.59038
4.6 3.54155 4.60038
4.61 3.54695 4.61038
4.62 3.55233 4.62038
4.63 3.5577 4.63038
4.64 3.56307 4.64038
4.65 3.56842 4.65039
4.66 3.57376 4.66039
4.67 3.5791 4.67039
4.68 3.58442 4.68039
4.69 3.58973 4.69039
4.7 3.59504 4.70039
4.71 3.60033 4.71039
4.72 3.60561 4.7204
4.73 3.61088 4.7304
4.74 3.61615 4.7404
4.75 3.6214 4.7504
4.76 3.62664 4.7604
4.77 3.63188 4.7704
4.78 3.6371 4.7804
4.79 3.64231 4.79041
4.8 3.64752 4.80041
4.81 3.65271 4.81041
4.82 3.65789 4.82041
4.83 3.66306 4.83041
