text
"Irresponsable aerolínea @Avianca, encerrados en Bucaramanga con el argumento de cerrado el Aeropuerto"
Siempre @Avianca cumpliendo con su mal servicio.
"@Avianca que tan difícil era informar el atraso del vuelo? En vez de 3 horas antes del vuelo, 8 horas."
Mienten mal clima en el aeropuerto Palonegro @Avianca; cuando salen y despegan aviones
"Vuelo AV8569 @Avianca  cancelado, mienten"
Vuelo AV8569 @Avianca; exigimos saber que paso con este vuelo?
"@Avianca Reanudan vuelos hacia Venezuela después del ""inconveniente"" ¿En serio consideran lo sucedido como un inconveniente?  (...)"
@Avianca Arriesgaron esos pasajeros para ver capacidad de respuesta de aviación venezolana a peteción del comando sur.
"RT @JosueRobayo: Colombia sigue tragando entero,

El caso del avion de @Avianca no fue un error, fue una irresponsabilidad de los do… "
"Vuelo AV8569 @Avianca  cancelado,  no dan explicaciones @AerocivilCol"
RT @edgar2rosas: Mienten mal clima en el aeropuerto Palonegro @Avianca; cuando salen y despegan aviones
"Retweeted EDGAR LEONARDO ROSAS (@edgar2rosas):

Mienten mal clima en el aeropuerto Palonegro @Avianca; cuando salen y despegan aviones"
RT @edgar2rosas: Mienten mal clima en el aeropuerto Palonegro @Avianca; cuando salen y despegan aviones
"RT @edgar2rosas: Irresponsable aerolínea @Avianca, encerrados en Bucaramanga con el argumento de cerrado el Aeropuerto"
Al parecer el aeropuerto de #Bucaramanga solo estaba cerrado para @Avianca
"RT @JosueRobayo: Colombia sigue tragando entero,

El caso del avion de @Avianca no fue un error, fue una irresponsabilidad de los do… "
RT @periodistayebra: @Avianca @MKampari carreta a mi me tienen metido en un avion hace mas de 1 hora .. Al mejor estilo de un secuestro sim…
"Retweeted yebrail plazas (@periodistayebra):

@Avianca @MKampari carreta a mi me tienen metido en un avion hace... https://t.co/iJXTmwb1qq"
@VivaColombiaco y los viajes a la otra media colombia que está de azul ?
@Avianca me parece una falta de respeto cancelar un vuelo por que los el piloto se le acabo el tiempo de vuelo.
@Avianca y nos quieran ver la cara de pendejo justificando q era por mal tiempo.IRRESPONSABLES
"RT @AviatorsCountr: Funny flight, quien sepa algo de este vuelo puede aclarar la info @Avianca @AviacionenColom @spotterscol… "
"Vuelo atrasado 3 horas por lluvia, perdida de último vuelo de conexión, me dan hotel. Not bad, puedo dormir 5 horas. I ❤️ @Avianca"
"@Avianca teníamos un vuelo Bogotá-Medellin a las 11:37pm, Son las 12:13 nos sacaron del avión estamos en sala de abordaje sin ninguna info."
@Avianca No dan ninguna solución! El colmo.
"RT @JosueRobayo: Colombia sigue tragando entero,

El caso del avion de @Avianca no fue un error, fue una irresponsabilidad de los do… "
"Gracias @Avianca Línea Aérea oficial del Congreso Int. de #Coaching y #Mentoring, #Coaches de todo el mundo se dan… https://t.co/0t9ZnIH2bF"
"RT @Marielmusic: @Aeromexico @avianca equipaje MEXAM 41080 maleta saqueada sin zapatos, maquillaje, iphone, joyas y +, vuelo AV27 Mad- Bog…"
"RT @Marielmusic: @aeromexico @avianca acabo de recibir mi maleta x equipaje retrasado, completamente saqueada, espero se pongan de acuerdo…"
@Avianca pueden dar solución a lo ocurrido con @Marielmusic es indignante el saqueo de equipaje #serviciodecalidad
"RT @JosueRobayo: Colombia sigue tragando entero,

El caso del avion de @Avianca no fue un error, fue una irresponsabilidad de los do… "
"RT @Marielmusic: @aeromexico @avianca acabo de recibir mi maleta x equipaje retrasado, completamente saqueada, espero se pongan de acuerdo…"
"RT @Marielmusic: @Aeromexico @avianca equipaje MEXAM 41080 maleta saqueada sin zapatos, maquillaje, iphone, joyas y +, vuelo AV27 Mad- Bog…"
RT @REVIIEWpop: @Avianca pueden dar solución a lo ocurrido con @Marielmusic es indignante el saqueo de equipaje #serviciodecalidad
@Avianca mentirosos
RT @merajessica5: @Avianca me parece una falta de respeto cancelar un vuelo por que los el piloto se le acabo el tiempo de vuelo.
"Retweeted JESSICA MERA (@merajessica5):

@Avianca me parece una falta de respeto cancelar un vuelo por que los el... https://t.co/OgCziUgpTE"
@Jorge_Opina @MNEG03 @CancilleriaCol @TrafficAirColom @Avianca
RT @Bancolombia: @Jorge_Opina @MNEG03 @CancilleriaCol @TrafficAirColom @Avianca
@SaraLu90 @Avianca 😢😢😢😢😢
@Avianca no me ignoren😭😭😭
@modadulce @Marielmusic @Aeromexico @Avianca que poca madre
RT @argiro1961: Última hora !! Las cancilleres de Colombia y Venezuela ya están discutiendo con toda seriedad el incidente del avió… 
RT @CarlaMorrisonmx: Avianca y AeroMexico hagan algo!!!! No se vale que roben cosas de maletas! @Aeromexico @Avianca @Marielmusic https://t…
@LATAM_CO cuanto me cuesta una pieza adicional de 23kls en vuelo nacional colombia?
Pésimo el trato que le dan los funcionarios de @Avianca a las maletas en el @BOG_ELDORADO ¡mi maleta era nueva! La compre ayer...
RT @CarlaMorrisonmx: Avianca y AeroMexico hagan algo!!!! No se vale que roben cosas de maletas! @Aeromexico @Avianca @Marielmusic https://t…
"Funcionarios de @Avianca rasgaron, rayaron, rasparon y golpearon mi maleta. Comprada ¡ayer! Es la segunda que me deben. @BOG_ELDORADO"
@Avianca no responde por maletas atrofiadas en el transporte. ¡NADIE RESPONDE! Maletas de $600.000 a la basura por maltrato. El colmo.
"RT @Marielmusic: @Aeromexico @Avianca espero respondan x saqueo a mi equipaje en vuelo Madrid-Mx esc. Bog. Que descaro de ""revisión"" https:…"
@LuchyRamirez01 @alejoportilla24 Será que el Nobel @JuanManSantos se pronunciará o igual que con el avión de @Avianca? Que vergüenza.
RT @Bancolombia: @Jorge_Opina @MNEG03 @CancilleriaCol @TrafficAirColom @Avianca
A mi amiga @Marielmusic le saquearon su maleta en un vuelo @Avianca y @Aeromexico . El servicio al cliente sigue siendo algo tan secundario😡
RT @JOWIMI: @LuchyRamirez01 @alejoportilla24 Será que el Nobel @JuanManSantos se pronunciará o igual que con el avión de @Avianca? Que verg…
@Avianca quisiera saber si puedo cancelar un pasaje en pesos o dolares en efectivo directamente en la agencia
Increíble @DenuncieAvianca @Avianca siempre con estos abusos por los que no responde https://t.co/IONffzCFnf
@Avianca que costo tiene un pasaje de Cúcuta con destino a Madrid
"RT @Marielmusic: @aeromexico @avianca acabo de recibir mi maleta x equipaje retrasado, completamente saqueada, espero se pongan de acuerdo…"
"RT @Marielmusic: @Aeromexico @avianca equipaje MEXAM 41080 maleta saqueada sin zapatos, maquillaje, iphone, joyas y +, vuelo AV27 Mad- Bog…"
Qué pasó sala vip @Avianca Medellin? Son las 19.19 y dicen que ya no hay nada de comer... todo se acabó y no sacan más
¿¿¿¿Ya sabían que @avianca es la PEOR aerolínea de todas????
"Sí @Avianca, y seguramente las únicas sillas que siempre quedan a nuestra disponibilidad las mandan a hacer en Roche Bobois."
RT @CarlaMorrisonmx: Avianca y AeroMexico hagan algo!!!! No se vale que roben cosas de maletas! @Aeromexico @Avianca @Marielmusic https://t…
@yccpedro @Avianca Y lo bien que combina con las comidas y como les gusta a los extranjeros para refrescarse. https://t.co/iEbpC8O85p
RT @Otachi13: A320 de @Avianca en Lima con livery @staralliance @De_aviacion @ArgIntlSpotters @Aviationcol @AeropuertoLima https://t.co/f5d…
RT @Otachi13: A320 de @VivaColombiaco en Bucaramanga @De_aviacion @Aviationcol @ArgIntlSpotters @AeroPalonegro https://t.co/Gf7dE0Uall
@Avianca así fue ;)
"RT @Marielmusic: @Aeromexico @Avianca espero respondan x saqueo a mi equipaje en vuelo Madrid-Mx esc. Bog. Que descaro de ""revisión"" https:…"
RT @CarlaMorrisonmx: Avianca y AeroMexico hagan algo!!!! No se vale que roben cosas de maletas! @Aeromexico @Avianca @Marielmusic https://t…
RT @CarlaMorrisonmx: Avianca y AeroMexico hagan algo!!!! No se vale que roben cosas de maletas! @Aeromexico @Avianca @Marielmusic https://t…
@TatanMejia @MALEJA_RESTREPO quedan tres minutos para el destino @LATAM_CO 😱✈️🛫🛫
"RT @Marielmusic: @Aeromexico @Avianca espero respondan x saqueo a mi equipaje en vuelo Madrid-Mx esc. Bog. Que descaro de ""revisión"" https:…"
@wingo ¿y los pilotos de sus aviones son así de buenos... pilotos como los de @VivaColombiaco ? 🙊 https://t.co/2uuif6e4QI
"Por personas como Miguel,Karen, Alexandra, Paula, mi Alexa y Karen en Bquilla y todas y todos por eso @avianca es p… https://t.co/wNTrAt4TVK"
"RT @Marielmusic: @Aeromexico @Avianca espero respondan x saqueo a mi equipaje en vuelo Madrid-Mx esc. Bog. Que descaro de ""revisión"" https:…"
Adivinen que vuelo esta retrasado con los pasajeros A BORDO??? El mío @LATAM_CO
Acabo de abrir mi maleta y encuentro que mis productos de aseo están literalmente estallados. ¿Como trata @Avianca a sus usuarios? #Avianca
@Avianca sigo a la espera de su respuesta
Una belleza esa gente de @Avianca @BOG_ELDORADO RT Por favot https://t.co/yPvvEwkr7B
"@AVIANCA
INNOVADORAMENTEdinamiceTURISMOespacialOFRECIENDOviajesPANORAMICOSporREGIONESconMINIMAvelocidadBAJAalturaSINaterrizarEj:1EJECAFETERO"
RT @TattaGT: Pésimo el trato que le dan los funcionarios de @Avianca a las maletas en el @BOG_ELDORADO ¡mi maleta era nueva! La compre ayer…
