0 0
1 0.00391481
2 0.00421721
3 0.00486063
4 0.00555258
5 0.00707012
6 0.00862905
7 0.0117375
8 0.0147439
9 0.0202166
10 0.0250446
11 0.0329288
12 0.0389767
13 0.0472494
14 0.0521225
15 0.0559818
16 0.0558058
17 0.0499726
18 0.0421962
19 0.0272846
20 0.0155548
21 0.0034003
22 1.73989e-05
23 0.00697278
24 0.0252544
25 0.0517274
26 0.0867586
27 0.10687
28 0.125403
29 0.112635
30 0.0869135
31 0.0517175
32 0.0143769
33 0.000367867
34 0.0114088
35 0.0446455
36 0.0804502
37 0.114654
38 0.101607
39 0.0709643
40 0.0301646
41 0.000779428
42 0.00941284
43 0.0495356
44 0.105412
45 0.119604
46 0.112952
47 0.0759321
48 0.020284
49 0.000106264
50 0.0153915
51 0.0685185
52 0.102383
53 0.0859303
54 0.048543
55 0.00921928
56 0.00277372
57 0.034397
58 0.087927
59 0.120965
60 0.0901721
61 0.0372059
62 0.00460493
63 0.0064892
64 0.0490553
65 0.0806591
66 0.0658799
67 0.032629
68 0.00437683
69 0.00818912
70 0.0576582
71 0.0967195
72 0.0830661
73 0.0443059
74 0.0111087
75 0.000717635
76 0.0285779
77 0.070619
78 0.0683473
79 0.0230813
80 9.61892e-05
81 0.0233478
82 0.0534564
83 0.0574197
84 0.0403122
85 0.0207822
86 0.00833859
87 0.00269643
88 0.000719346
89 0.000161012
90 3.06268e-05
91 5.00072e-06
92 7.06608e-07
93 8.69848e-08
94 9.38125e-09
95 8.9063e-10
96 7.47535e-11
97 5.59261e-12
98 4.04875e-13
99 0
