0 0
1 0.0406545
2 0.0360972
3 0.0352811
4 0.0392319
5 0.0481262
6 0.0643942
7 0.0876572
8 0.119916
9 0.155754
10 0.192002
11 0.214834
12 0.216845
13 0.187246
14 0.13098
15 0.0633151
16 0.0114105
17 0.00312402
18 0.0495671
19 0.130057
20 0.207529
21 0.226529
22 0.178368
23 0.0840671
24 0.0104854
25 0.0113225
26 0.09139
27 0.187262
28 0.231926
29 0.178528
30 0.0759608
31 0.00517805
32 0.0215159
33 0.0985187
34 0.161872
35 0.142444
36 0.0622404
37 0.00344225
38 0.0241417
39 0.102205
40 0.157488
41 0.134444
42 0.0534554
43 0.00185572
44 0.0222119
45 0.0819221
46 0.105603
47 0.0699597
48 0.013554
49 0.00452258
50 0.0517274
51 0.107987
52 0.103754
53 0.0435669
54 0.002514
55 0.0131517
56 0.0578055
57 0.0726021
58 0.0416522
59 0.00558235
60 0.00826964
61 0.0522039
62 0.0792543
63 0.0631293
64 0.0223083
65 2.32846e-05
66 0.0214822
67 0.0468032
68 0.0434916
69 0.0173181
70 2.22879e-05
71 0.0223386
72 0.0548492
73 0.056258
74 0.0310953
75 0.00441853
76 0.00478317
77 0.0303906
78 0.0381299
79 0.0172832
80 0.000656773
81 0.00695294
82 0.0304485
83 0.050028
84 0.0404228
85 0.0101991
86 0.00129336
87 0.0203202
88 0.0287701
89 0.0132436
90 0.000281769
91 0.00596322
92 0.0182712
93 0.0225552
94 0.017785
95 0.0103397
96 0.0047752
97 0.0018784
98 0.000720318
99 0
