0 1
0.1 1.11034
0.2 1.24281
0.3 1.39972
0.4 1.58365
0.5 1.79744
0.6 2.04424
0.7 2.3275
0.8 2.65108
0.9 3.0192
1 3.43656
1.1 3.90833
1.2 4.44023
1.3 5.03859
1.4 5.71039
1.5 6.46337
1.6 7.30605
1.7 8.24788
1.8 9.29928
1.9 10.4718
2 11.7781
2.1 13.2323
2.2 14.85
2.3 16.6483
2.4 18.6463
2.5 20.8649
2.6 23.3274
2.7 26.0594
2.8 29.0892
2.9 32.4482
3 36.171
3.1 40.2958
3.2 44.8649
3.3 49.9251
3.4 55.528
3.5 61.7307
3.6 68.5963
3.7 76.1944
3.8 84.6021
3.9 93.9046
4 104.196
4.1 115.58
4.2 128.172
4.3 142.099
4.4 157.501
4.5 174.534
4.6 193.368
4.7 214.194
4.8 237.22
4.9 262.679
5 290.825
5.1 321.943
5.2 356.343
5.3 394.372
5.4 436.411
5.5 482.882
5.6 534.25
5.7 591.032
5.8 653.796
5.9 723.172
6 799.854
6.1 884.611
6.2 978.293
6.3 1081.84
6.4 1196.28
6.5 1322.78
6.6 1462.58
6.7 1617.1
6.8 1787.89
6.9 1976.64
7 2185.25
7.1 2415.82
7.2 2670.65
7.3 2952.28
7.4 3263.55
7.5 3607.56
7.6 3987.77
7.7 4407.97
7.8 4872.37
7.9 5385.63
8 5952.88
8.1 6579.8
8.2 7272.65
8.3 8038.39
8.4 8884.68
8.5 9819.97
8.6 10853.6
8.7 11996
8.8 13258.6
8.9 14653.9
9 16196.1
9.1 17900.4
9.2 19783.9
9.3 21865.6
9.4 24166.2
9.5 26708.8
9.6 29518.7
9.7 32624.3
9.8 36056.4
9.9 39849.5
10 44041.6
