0 0
0.1 0.0997983
0.2 0.19839
0.3 0.294584
0.4 0.387217
0.5 0.47517
0.6 0.557378
0.7 0.63285
0.8 0.700671
0.9 0.760023
1 0.810188
1.1 0.850559
1.2 0.88065
1.3 0.900095
1.4 0.90866
1.5 0.906241
1.6 0.892868
1.7 0.868702
1.8 0.834035
1.9 0.789287
2 0.734998
2.1 0.671825
2.2 0.60053
2.3 0.521977
2.4 0.437114
2.5 0.346967
2.6 0.252627
2.7 0.155232
2.8 0.0559613
2.9 -0.043986
3 -0.143402
3.1 -0.241084
3.2 -0.335852
3.3 -0.42656
3.4 -0.512112
3.5 -0.591474
3.6 -0.663686
3.7 -0.727876
3.8 -0.783267
3.9 -0.829191
4 -0.865091
4.1 -0.890534
4.2 -0.905213
4.3 -0.90895
4.4 -0.901699
4.5 -0.883549
4.6 -0.854719
4.7 -0.815557
4.8 -0.766537
4.9 -0.708251
5 -0.641404
5.1 -0.566804
5.2 -0.485353
5.3 -0.398034
5.4 -0.305904
5.5 -0.210077
5.6 -0.11171
5.7 -0.0119932
5.8 0.0878689
5.9 0.186669
6 0.283212
6.1 0.376332
6.2 0.464903
6.3 0.547855
6.4 0.624184
6.5 0.692968
6.6 0.753376
6.7 0.804677
6.8 0.846251
6.9 0.877596
7 0.898333
7.1 0.908211
7.2 0.90711
7.3 0.895045
7.4 0.872161
7.5 0.838734
7.6 0.795169
7.7 0.741991
7.8 0.679845
7.9 0.609481
8 0.53175
8.1 0.447591
8.2 0.358022
8.3 0.264125
8.4 0.167036
8.5 0.0679269
8.6 -0.0320029
8.7 -0.131546
8.8 -0.229499
8.9 -0.324677
9 -0.415932
9.1 -0.502158
9.2 -0.582314
9.3 -0.655432
9.4 -0.720627
9.5 -0.777111
9.6 -0.824201
9.7 -0.861329
9.8 -0.888045
9.9 -0.904027
10 -0.909081
