0 1
0.1 0.9
0.2 0.819
0.3 0.751924
0.4 0.695385
0.5 0.647029
0.6 0.605164
0.7 0.568542
0.8 0.536218
0.9 0.507465
1 0.481713
1.1 0.458508
1.2 0.437485
1.3 0.418346
1.4 0.400845
1.5 0.384777
1.6 0.369972
1.7 0.356284
1.8 0.34359
1.9 0.331784
2 0.320776
2.1 0.310487
2.2 0.300846
2.3 0.291796
2.4 0.283281
2.5 0.275256
2.6 0.26768
2.7 0.260514
2.8 0.253728
2.9 0.24729
3 0.241175
3.1 0.235358
3.2 0.229819
3.3 0.224537
3.4 0.219495
3.5 0.214678
3.6 0.210069
3.7 0.205656
3.8 0.201427
3.9 0.197369
4 0.193474
4.1 0.189731
4.2 0.186131
4.3 0.182666
4.4 0.17933
4.5 0.176114
4.6 0.173012
4.7 0.170019
4.8 0.167128
4.9 0.164335
5 0.161634
5.1 0.159022
5.2 0.156493
5.3 0.154044
5.4 0.151671
5.5 0.149371
5.6 0.14714
5.7 0.144975
5.8 0.142873
5.9 0.140832
6 0.138848
6.1 0.13692
6.2 0.135046
6.3 0.133222
6.4 0.131447
6.5 0.129719
6.6 0.128036
6.7 0.126397
6.8 0.1248
6.9 0.123242
7 0.121723
7.1 0.120242
7.2 0.118796
7.3 0.117384
7.4 0.116007
7.5 0.114661
7.6 0.113346
7.7 0.112061
7.8 0.110806
7.9 0.109578
8 0.108377
8.1 0.107203
8.2 0.106053
8.3 0.104929
8.4 0.103828
8.5 0.10275
8.6 0.101694
8.7 0.10066
8.8 0.0996464
8.9 0.0986535
9 0.0976802
9.1 0.0967261
9.2 0.0957905
9.3 0.0948729
9.4 0.0939728
9.5 0.0930897
9.6 0.0922231
9.7 0.0913726
9.8 0.0905377
9.9 0.089718
10 0.0889131
