0 1
0.1 1.1
0.2 1.22
0.3 1.362
0.4 1.5282
0.5 1.72102
0.6 1.94312
0.7 2.19743
0.8 2.48718
0.9 2.8159
1 3.18748
1.1 3.60623
1.2 4.07686
1.3 4.60454
1.4 5.195
1.5 5.8545
1.6 6.58995
1.7 7.40894
1.8 8.31983
1.9 9.33182
2 10.455
2.1 11.7005
2.2 13.0805
2.3 14.6086
2.4 16.2995
2.5 18.1694
2.6 20.2364
2.7 22.52
2.8 25.042
2.9 27.8262
3 30.8988
3.1 34.2887
3.2 38.0276
3.3 42.1503
3.4 46.6953
3.5 51.7049
3.6 57.2254
3.7 63.3079
3.8 70.0087
3.9 77.3896
4 85.5185
4.1 94.4704
4.2 104.327
4.3 115.18
4.4 127.128
4.5 140.281
4.6 154.759
4.7 170.695
4.8 188.234
4.9 207.538
5 228.782
5.1 252.16
5.2 277.886
5.3 306.194
5.4 337.344
5.5 371.618
5.6 409.33
5.7 450.823
5.8 496.475
5.9 546.703
6 601.963
6.1 662.76
6.2 729.646
6.3 803.23
6.4 884.183
6.5 973.241
6.6 1071.22
6.7 1179
6.8 1297.57
6.9 1428
7 1571.49
7.1 1729.34
7.2 1902.99
7.3 2094.01
7.4 2304.14
7.5 2535.29
7.6 2789.57
7.7 3069.29
7.8 3376.99
7.9 3715.46
8 4087.8
8.1 4497.38
8.2 4947.93
8.3 5443.54
8.4 5988.73
8.5 6588.44
8.6 7248.13
8.7 7973.81
8.8 8772.06
8.9 9650.14
9 10616
9.1 11678.5
9.2 12847.3
9.3 14133
9.4 15547.2
9.5 17102.9
9.6 18814.1
9.7 20696.5
9.8 22767.1
9.9 25044.8
10 27550.2
