0.01 1
0.02 0.997003
0.03 0.989315
0.04 0.977579
0.05 0.962056
0.06 0.942921
0.07 0.920327
0.08 0.894426
0.09 0.86538
0.1 0.83336
0.11 0.798552
0.12 0.761151
0.13 0.721367
0.14 0.67942
0.15 0.635541
0.16 0.589968
0.17 0.542949
0.18 0.494737
0.19 0.44559
0.2 0.39577
0.21 0.34554
0.22 0.295164
0.23 0.244904
0.24 0.195019
0.25 0.145766
0.26 0.0973932
0.27 0.0501432
0.28 0.00424951
0.29 -0.0400643
0.3 -0.0825858
0.31 -0.123115
0.32 -0.161466
0.33 -0.197468
0.34 -0.230963
0.35 -0.261813
0.36 -0.289894
0.37 -0.315102
0.38 -0.337351
0.39 -0.356572
0.4 -0.372716
0.41 -0.385754
0.42 -0.395673
0.43 -0.402482
0.44 -0.406207
0.45 -0.406894
0.46 -0.404605
0.47 -0.399421
0.48 -0.391438
0.49 -0.38077
0.5 -0.367544
0.51 -0.351902
0.52 -0.334001
0.53 -0.314007
0.54 -0.292098
0.55 -0.268462
0.56 -0.243294
0.57 -0.216798
0.58 -0.189181
0.59 -0.160657
0.6 -0.13144
0.61 -0.101747
0.62 -0.0717949
0.63 -0.0417976
0.64 -0.0119677
0.65 0.0174871
0.66 0.0463645
0.67 0.0744691
0.68 0.101614
0.69 0.12762
0.7 0.152319
0.71 0.175556
0.72 0.197185
0.73 0.217075
0.74 0.235109
0.75 0.251182
0.76 0.265207
0.77 0.27711
0.78 0.286834
0.79 0.294337
0.8 0.299594
0.81 0.302596
0.82 0.303348
0.83 0.301873
0.84 0.298208
0.85 0.292405
0.86 0.284532
0.87 0.274668
0.88 0.262908
0.89 0.249358
0.9 0.234135
0.91 0.217367
0.92 0.199192
0.93 0.179756
0.94 0.159213
0.95 0.137722
0.96 0.115448
0.97 0.0925596
0.98 0.0692288
0.99 0.0456281
