0.01 1
0.02 0.994354
0.03 0.979896
0.04 0.957916
0.05 0.929015
0.06 0.893661
0.07 0.852312
0.08 0.80545
0.09 0.753595
0.1 0.697303
0.11 0.637168
0.12 0.573815
0.13 0.507897
0.14 0.440082
0.15 0.371057
0.16 0.301508
0.17 0.232123
0.18 0.163578
0.19 0.0965337
0.2 0.0316249
0.21 -0.0305442
0.22 -0.089407
0.23 -0.144441
0.24 -0.195172
0.25 -0.241181
0.26 -0.282108
0.27 -0.317653
0.28 -0.347581
0.29 -0.371724
0.3 -0.389983
0.31 -0.402326
0.32 -0.408788
0.33 -0.409471
0.34 -0.404541
0.35 -0.394228
0.36 -0.378818
0.37 -0.35865
0.38 -0.334114
0.39 -0.305644
0.4 -0.273712
0.41 -0.23882
0.42 -0.201499
0.43 -0.162295
0.44 -0.121769
0.45 -0.0804842
0.46 -0.0390036
0.47 0.00211974
0.48 0.0423482
0.49 0.0811661
0.5 0.118086
0.51 0.152654
0.52 0.184455
0.53 0.213118
0.54 0.238318
0.55 0.259783
0.56 0.277292
0.57 0.290681
0.58 0.299843
0.59 0.304727
0.6 0.305341
0.61 0.301746
0.62 0.294061
0.63 0.282456
0.64 0.267148
0.65 0.248404
0.66 0.226528
0.67 0.201865
0.68 0.17479
0.69 0.145704
0.7 0.115032
0.71 0.0832117
0.72 0.050691
0.73 0.017921
0.74 -0.0146498
0.75 -0.0465818
0.76 -0.0774493
0.77 -0.106847
0.78 -0.134393
0.79 -0.159738
0.8 -0.182563
0.81 -0.20259
0.82 -0.21958
0.83 -0.233338
0.84 -0.243717
0.85 -0.250615
0.86 -0.253977
0.87 -0.253801
0.88 -0.250129
0.89 -0.24305
0.9 -0.232701
0.91 -0.219257
0.92 -0.202938
0.93 -0.183998
0.94 -0.162723
0.95 -0.139429
0.96 -0.114457
0.97 -0.0881646
0.98 -0.0609265
0.99 -0.0331245
